Feed_inefficiency,Protein_efficiency,Animal_mortality,Fertilizer_use,Land_use,Soy_use,Permanent_grassland,Grazing,Manure_biogas,Renewable_electricity_use,Carbon_footprint
0.880,32.852,7.165,228.317,1.113,28.756,0.755,1.134,0,0,1.098
0.910,32.523,4.027,146.989,1.524,27.886,1.330,5.376,0,0,1.096
1.110,32.155,5.023,145.516,1.066,19.813,0.928,9.987,0,0,1.091
0.891,28.616,5.212,290.934,1.147,18.668,0.718,41.042,0,0,1.131
0.883,28.313,13.416,131.458,1.725,10.232,0.890,15.267,0,0,1.109
1.315,24.295,2.670,317.219,0.825,0.404,2.188,15.327,1,1,1.091
1.233,24.468,8.268,86.433,1.842,23.615,0.292,11.157,1,1,1.120
0.738,26.604,2.523,264.154,1.375,21.584,1.445,34.124,0,0,1.138
0.979,29.321,2.267,139.333,1.416,25.316,0.519,10.084,0,0,1.102
0.989,28.435,5.894,308.382,0.936,0.951,0.854,7.735,0,0,1.118
1.218,25.667,7.015,252.516,0.757,0.717,0.478,25.730,0,0,1.117
0.816,31.577,6.379,129.232,1.553,65.693,0.416,39.761,0,1,1.093
0.873,28.097,3.593,244.316,1.188,20.004,1.092,8.866,0,0,1.121
0.744,32.104,2.564,246.252,1.672,17.528,0.499,13.879,0,0,1.136
1.053,25.965,5.724,190.888,1.426,10.162,0.269,36.268,1,0,1.116
0.723,30.450,11.839,113.822,2.010,49.955,0.941,0.415,0,1,1.089
1.034,31.295,6.356,227.764,1.175,2.077,0.941,17.091,0,0,1.115
1.046,33.558,2.106,209.558,1.336,0.918,1.155,9.036,0,0,1.113
1.204,27.614,2.664,184.224,1.185,0.586,0.786,28.678,0,0,1.122
1.041,33.787,4.831,210.688,1.819,0.947,1.610,57.645,0,0,1.153
1.138,27.284,3.638,159.442,1.315,0.501,0.948,16.117,0,0,1.117
1.160,20.928,3.592,123.731,2.206,0.760,0.267,66.405,0,1,1.175
1.073,23.701,7.532,93.243,2.028,1.427,0.140,39.721,0,0,1.141
0.870,31.295,8.857,299.395,1.283,5.198,0.247,6.567,0,1,1.130
1.019,24.560,7.058,151.964,1.737,6.127,0.464,14.507,0,1,1.137
0.801,32.002,12.395,234.275,1.500,5.142,1.352,2.833,0,0,1.120
1.332,30.146,3.555,102.030,2.266,0.476,1.275,33.705,0,1,1.173
1.071,28.616,9.322,350.162,0.804,4.394,1.085,39.841,0,0,1.126
1.302,24.672,1.445,88.110,2.669,2.902,0.962,45.839,0,1,1.174
0.874,29.651,3.282,350.841,0.901,37.374,0.857,10.025,0,0,1.131
0.940,31.511,5.337,214.188,1.213,34.670,2.076,43.742,0,0,1.110
1.031,26.207,7.589,88.543,2.902,0.400,1.039,66.495,0,0,1.169
0.924,33.747,10.584,253.159,0.768,41.320,0.501,0.045,0,0,1.086
1.294,22.858,5.649,182.720,1.029,6.316,1.585,20.620,1,0,1.111
0.807,30.517,4.226,168.160,1.243,67.758,0.308,1.213,0,1,1.104
1.032,32.481,4.029,166.815,1.062,35.477,2.035,20.750,0,0,1.094
1.061,33.163,15.482,223.639,1.102,0.418,2.042,31.698,0,0,1.122
1.098,31.989,7.833,129.879,1.183,25.451,0.221,0.770,1,0,1.071
1.117,21.267,8.575,117.116,2.127,0.403,0.549,54.577,0,1,1.175
0.988,31.473,3.319,171.328,1.660,17.508,0.154,8.314,0,1,1.126
1.050,31.533,4.406,153.969,2.137,0.563,0.303,19.708,0,1,1.158
0.772,31.220,11.592,254.939,1.818,1.883,0.932,59.120,0,0,1.164
1.045,25.568,4.246,136.373,2.138,5.693,0.261,35.310,0,1,1.155
0.938,33.483,12.048,304.584,0.897,44.978,0.170,23.536,1,0,1.086
0.948,29.715,7.685,115.777,3.048,0.403,0.571,62.310,0,0,1.177
0.951,29.695,6.799,173.886,1.674,0.496,0.813,16.835,0,0,1.128
1.047,26.992,4.861,224.703,0.886,45.865,1.210,18.671,1,0,1.102
0.983,31.525,2.214,201.296,1.748,0.412,1.075,5.947,0,1,1.142
1.027,30.628,12.197,121.193,2.315,0.612,1.295,14.048,0,1,1.157
1.234,24.713,7.228,191.131,1.088,0.438,2.075,48.886,0,0,1.146
1.339,25.673,6.325,87.718,1.936,21.008,0.415,55.463,0,1,1.172
0.898,26.067,1.148,272.189,1.211,12.812,0.709,34.073,0,0,1.137
0.854,25.052,1.445,306.079,1.323,1.132,0.496,70.936,0,0,1.154
1.277,27.135,2.755,218.546,0.668,9.634,0.669,8.002,0,0,1.099
0.753,24.934,5.052,80.962,2.713,36.553,0.541,6.406,0,1,1.106
0.968,26.190,4.324,237.378,1.198,4.051,0.505,20.888,0,0,1.128
1.072,29.840,2.740,302.837,0.885,0.770,1.267,8.853,0,0,1.111
0.937,26.921,4.595,351.412,0.950,0.400,1.393,8.576,0,0,1.133
1.165,25.763,6.331,226.331,0.796,7.682,0.319,13.398,0,0,1.112
1.050,29.802,3.519,308.325,0.903,1.209,1.252,10.292,0,0,1.114
1.175,29.580,3.895,125.303,1.455,7.291,0.396,19.857,0,0,1.117
0.963,28.797,10.965,188.145,1.238,2.709,0.456,2.262,0,0,1.105
1.183,29.453,9.903,54.902,2.181,15.954,0.795,11.023,1,0,1.101
1.248,24.686,2.969,157.607,0.958,10.528,0.172,11.951,0,0,1.114
1.153,29.874,2.263,228.599,1.182,0.530,1.692,35.869,0,0,1.124
0.992,29.821,11.451,212.076,1.152,8.118,0.270,23.059,0,0,1.118
0.934,32.975,5.506,248.801,1.250,20.397,0.801,0.332,1,0,1.094
1.144,28.569,1.019,112.389,2.015,4.598,0.452,30.017,0,0,1.135
1.052,30.075,3.406,216.347,1.266,0.400,0.319,17.300,0,0,1.120
1.112,27.795,4.192,227.945,0.972,1.123,0.327,8.760,0,0,1.109
0.984,29.566,2.654,337.540,0.946,5.477,0.493,11.034,0,0,1.125
1.361,20.860,2.181,79.610,1.870,1.042,1.804,38.783,0,0,1.151
1.075,22.456,4.468,256.386,1.091,0.401,0.302,63.389,0,0,1.152
1.014,29.036,6.260,234.177,1.442,5.647,0.793,34.850,0,1,1.142
1.014,29.394,3.635,416.321,0.720,21.721,1.899,16.253,0,0,1.125
1.211,27.111,1.900,129.962,1.343,34.326,1.163,27.855,0,1,1.132
0.966,30.686,15.183,135.616,1.574,4.184,1.652,8.962,0,0,1.108
0.999,30.439,10.236,270.883,1.197,1.377,0.453,45.157,0,0,1.140
0.941,30.589,3.210,240.132,1.336,0.400,1.161,4.887,0,0,1.125
1.095,27.639,4.657,139.622,1.508,3.656,1.088,17.024,0,0,1.121
0.943,31.276,3.934,229.785,1.200,31.334,0.784,38.264,0,0,1.114
0.805,25.705,6.536,174.578,1.964,0.448,2.076,50.149,0,0,1.149
1.183,22.910,2.632,381.673,0.623,1.368,0.448,16.448,0,0,1.120
0.941,27.680,9.514,122.026,1.693,12.246,0.149,13.130,0,0,1.112
1.185,29.816,1.096,277.108,0.776,1.039,0.922,8.154,0,0,1.099
0.953,36.677,6.708,162.758,1.953,12.990,0.905,2.366,0,1,1.135
1.409,25.564,1.535,96.154,2.238,7.090,0.446,48.748,0,1,1.174
1.201,24.458,1.001,121.614,1.701,3.707,0.259,38.708,0,0,1.139
0.912,30.360,3.520,394.117,0.904,10.375,0.296,0.247,0,0,1.136
0.949,28.841,3.549,217.068,1.338,0.830,1.344,0.360,0,0,1.120
1.056,28.946,8.647,152.700,1.143,12.134,1.303,6.456,0,0,1.102
0.968,27.024,4.858,143.932,1.727,1.938,0.712,7.823,0,0,1.121
1.093,27.026,2.789,296.463,0.933,16.328,0.639,15.933,0,1,1.121
0.931,30.438,5.052,249.187,1.256,10.221,1.755,19.092,0,0,1.125
1.069,32.365,1.374,219.922,1.240,0.857,0.351,9.824,0,0,1.114
0.823,37.887,6.415,276.166,1.633,2.571,0.613,3.756,0,0,1.146
1.093,26.517,1.170,418.701,0.740,12.570,1.396,4.494,1,0,1.111
1.012,32.071,9.658,209.818,1.063,8.914,0.532,5.902,0,0,1.101
0.981,30.972,2.730,254.337,1.249,3.211,1.018,15.486,0,0,1.125
0.939,31.771,2.961,147.167,1.884,9.677,1.424,4.209,0,0,1.121
0.935,27.499,13.500,286.325,0.695,43.614,0.699,17.718,0,0,1.123
0.883,30.311,7.961,151.434,2.288,7.593,0.731,8.635,0,1,1.149
1.117,28.452,5.730,225.331,0.944,3.199,1.847,11.788,0,0,1.110
1.036,26.701,12.521,188.236,1.050,3.985,0.750,13.927,0,0,1.114
0.893,29.727,4.627,428.837,0.998,11.383,0.201,6.405,1,0,1.133
1.155,24.740,1.402,163.837,1.530,3.368,0.309,54.012,0,0,1.146
1.047,28.912,2.566,300.257,0.945,6.373,0.824,18.096,0,0,1.120
1.053,29.704,6.596,126.257,1.719,0.400,0.250,5.378,0,0,1.118
0.995,28.797,3.783,210.725,1.451,12.874,0.995,54.577,0,0,1.137
1.132,26.754,4.392,195.401,1.201,12.178,0.766,8.716,0,1,1.125
0.904,32.609,2.503,161.377,1.482,36.786,0.164,21.975,0,0,1.101
1.117,32.389,11.196,233.478,0.639,17.096,1.266,9.133,0,0,1.089
1.024,28.311,5.973,271.013,1.078,2.772,1.872,29.818,0,0,1.130
1.000,27.060,13.858,157.174,1.296,7.255,1.042,26.724,0,0,1.125
0.869,26.933,6.894,90.794,2.725,23.917,1.207,13.476,0,1,1.129
1.063,25.561,6.115,96.206,2.384,0.530,1.282,45.837,0,0,1.153
1.098,27.538,4.446,224.839,1.047,6.087,1.226,22.640,0,0,1.121
1.020,28.249,4.067,277.126,1.119,0.443,0.284,29.082,0,0,1.131
0.959,36.879,5.800,138.186,1.689,22.372,0.762,4.230,0,0,1.098
0.935,34.025,4.566,168.429,1.994,0.724,0.179,5.920,0,0,1.138
1.188,25.625,6.917,166.934,1.498,0.423,2.264,26.634,0,1,1.149
1.172,31.092,12.753,283.094,0.887,3.606,0.542,35.613,1,0,1.107
0.988,26.240,7.789,287.357,0.983,4.876,1.002,26.268,0,0,1.132
1.042,29.681,4.114,256.908,0.884,14.413,1.438,2.578,0,0,1.107
0.955,22.305,4.558,157.598,1.853,4.482,1.005,11.033,0,1,1.141
1.151,28.090,2.484,140.269,1.471,1.004,0.171,12.506,0,0,1.119
0.891,28.014,4.045,135.858,2.167,0.965,0.705,5.438,0,0,1.132
1.149,37.692,7.096,224.660,0.729,3.917,1.166,1.511,0,0,1.071
1.298,31.388,2.678,138.179,0.935,0.696,0.798,2.241,0,0,1.090
1.119,26.108,3.803,183.156,0.811,33.163,0.874,13.379,0,0,1.116
0.973,32.564,3.008,321.990,1.166,0.531,0.652,0.477,1,0,1.113
1.023,30.972,2.926,166.157,1.640,0.429,1.572,8.207,0,0,1.124
0.828,30.016,5.134,350.499,1.294,7.729,0.464,23.092,0,1,1.147
1.205,26.921,3.342,215.834,0.987,2.264,0.814,25.535,0,0,1.121
0.914,30.896,1.322,179.151,1.807,4.127,0.142,5.500,0,0,1.132
1.035,29.834,6.538,80.026,1.542,27.566,1.170,5.570,0,0,1.094
0.958,28.214,11.600,151.239,1.827,5.460,1.181,51.752,0,0,1.151
1.096,26.164,5.246,146.086,1.171,17.870,1.919,18.668,0,0,1.118
0.812,28.872,5.943,280.039,1.392,0.424,2.186,10.584,0,0,1.143
0.977,25.853,10.160,93.745,2.265,0.914,1.907,22.386,0,0,1.134
1.154,31.356,14.398,138.880,0.992,4.583,1.329,14.510,0,0,1.104
0.894,31.998,3.627,353.877,1.215,8.174,0.196,9.796,1,0,1.126
0.804,27.075,11.454,233.877,1.785,0.405,0.513,41.031,0,1,1.161
1.143,26.371,5.856,173.267,1.272,3.383,0.345,35.410,0,0,1.135
1.116,23.559,6.428,260.648,0.815,0.402,0.843,7.097,0,0,1.118
1.099,23.833,7.504,142.288,1.375,0.644,2.079,22.668,0,0,1.130
1.502,27.878,3.860,105.730,1.359,0.400,0.178,40.316,0,0,1.150
1.017,25.854,10.674,99.423,2.207,3.297,2.271,49.202,0,0,1.154
1.243,34.722,8.267,105.724,1.073,5.102,0.420,7.919,0,0,1.092
0.955,29.263,10.928,87.701,2.306,25.067,0.239,6.237,0,1,1.125
0.993,28.793,3.420,167.202,1.949,0.787,1.820,45.090,0,0,1.151
0.996,27.113,4.790,120.819,2.449,3.479,1.164,10.026,0,1,1.155
0.954,26.074,1.664,212.899,1.705,1.012,1.011,20.799,0,1,1.150
0.845,23.292,4.502,115.382,2.262,0.410,1.891,17.890,0,0,1.129
0.902,34.169,1.871,211.757,1.689,13.350,1.541,19.399,0,0,1.131
1.093,31.032,4.598,76.722,2.563,4.756,0.761,5.739,0,0,1.137
1.304,21.585,5.070,291.580,0.710,8.320,1.006,54.263,0,0,1.146
1.027,31.440,13.470,116.979,2.094,3.772,0.259,33.396,0,0,1.147
1.067,28.880,1.238,399.762,0.852,0.876,0.688,32.425,0,0,1.127
0.919,29.094,1.830,305.570,1.247,2.687,0.709,29.335,0,0,1.142
1.136,27.945,1.744,235.913,0.975,0.735,0.269,8.222,0,0,1.112
1.111,25.966,1.591,130.961,1.790,0.401,0.144,26.179,0,0,1.136
1.178,28.290,5.870,181.617,1.445,20.224,1.313,32.393,1,1,1.124
0.897,31.231,2.855,345.368,1.166,0.413,1.573,14.290,0,0,1.143
1.298,27.702,12.296,74.405,2.215,0.400,1.528,22.377,0,1,1.176
0.886,29.704,1.880,189.294,1.350,35.236,1.017,25.446,0,0,1.114
0.970,26.385,5.679,259.186,1.162,12.949,1.226,8.046,1,0,1.112
1.393,24.872,11.176,63.405,2.380,9.517,0.413,53.647,0,1,1.203
1.131,29.920,3.688,200.600,1.096,0.880,0.735,9.296,0,0,1.110
1.039,28.914,3.619,198.397,1.435,0.658,1.192,25.134,0,0,1.132
1.045,22.701,6.119,255.235,0.958,0.509,0.652,16.022,0,0,1.130
0.876,31.149,5.150,142.862,2.208,20.686,0.771,5.705,0,1,1.137
0.937,33.149,2.161,199.566,1.445,15.932,0.178,5.048,0,0,1.116
1.108,19.668,6.176,166.318,0.929,20.423,1.004,8.802,0,0,1.132
1.346,23.012,4.215,189.261,0.908,2.942,1.098,31.257,0,0,1.135
0.856,37.117,7.021,279.925,0.800,70.210,1.864,11.975,0,0,1.080
0.976,29.098,4.690,116.752,1.833,46.751,0.846,57.412,0,1,1.125
0.886,33.721,1.374,282.548,1.409,0.401,1.120,2.556,0,0,1.141
1.073,30.045,3.403,208.572,1.160,1.433,0.354,5.189,0,0,1.112
1.002,25.723,5.660,333.904,1.014,3.839,0.300,59.090,0,0,1.149
0.909,30.790,1.942,201.163,0.760,74.957,1.403,12.973,0,0,1.105
0.894,30.377,13.363,417.550,0.903,1.567,0.748,19.314,0,0,1.142
1.078,26.897,12.975,291.031,0.709,7.921,0.646,18.186,0,0,1.120
0.990,34.088,5.421,288.737,1.192,0.410,0.272,3.916,0,1,1.124
1.127,27.202,4.586,321.509,0.772,0.452,0.916,16.706,0,0,1.118
1.321,25.004,3.727,77.541,1.496,0.406,0.364,1.047,0,0,1.116
1.005,33.912,11.686,399.691,0.699,1.944,1.184,0.981,0,0,1.107
1.130,27.343,7.055,156.408,1.940,0.519,0.784,17.265,1,1,1.138
1.146,30.014,7.620,262.038,0.848,5.345,1.678,26.206,0,0,1.116
1.011,24.286,3.973,252.410,1.141,4.720,0.323,42.737,0,0,1.143
1.254,28.083,1.347,243.571,1.022,0.525,2.161,42.135,0,0,1.127
1.137,29.938,8.811,171.316,1.132,9.622,0.575,28.342,0,0,1.123
1.132,30.304,11.488,164.912,1.007,0.615,0.257,7.025,0,0,1.102
0.904,23.015,4.370,162.320,1.622,1.890,0.657,21.100,0,0,1.132
1.069,28.348,9.408,171.083,1.374,4.296,0.110,34.500,0,0,1.136
0.999,28.823,5.191,175.214,1.770,0.559,0.159,8.316,1,0,1.117
1.073,31.404,5.191,196.715,1.448,0.400,0.468,28.615,0,0,1.133
0.996,28.647,3.841,155.948,2.282,0.462,1.287,27.346,0,1,1.167
0.966,30.221,7.780,243.877,1.314,0.765,0.401,26.337,0,0,1.135
1.242,27.286,1.411,170.433,1.592,1.175,0.822,62.536,0,0,1.154
1.201,25.379,7.196,189.479,1.065,8.948,0.686,4.550,0,1,1.126
1.010,28.159,5.564,425.625,0.713,14.056,1.360,11.754,0,0,1.133
1.009,27.757,1.575,229.519,1.293,0.581,1.296,15.960,0,0,1.130
0.817,35.491,5.888,338.290,0.928,57.611,1.950,8.064,0,0,1.110
1.001,31.721,7.826,358.984,0.905,2.608,0.615,4.909,0,1,1.116
1.174,26.545,6.330,90.628,2.827,3.754,1.429,44.780,0,1,1.184
0.864,26.466,5.196,189.255,2.013,0.574,0.432,16.925,0,1,1.156
0.858,26.093,5.814,268.247,1.144,21.317,0.408,32.253,0,0,1.139
1.178,26.532,6.596,170.322,1.330,6.483,1.233,14.187,0,1,1.136
1.039,31.809,8.912,164.705,1.311,5.417,0.925,5.842,0,0,1.108
0.992,28.487,1.508,117.422,1.990,16.287,0.741,24.676,0,0,1.125
1.020,28.513,4.369,188.253,1.567,4.371,0.920,1.519,0,1,1.135
1.275,22.616,8.149,194.928,0.707,1.615,2.254,3.000,0,0,1.113
1.121,29.602,5.408,151.400,1.670,0.400,0.893,2.100,0,1,1.137
0.935,33.319,7.517,286.883,1.101,19.349,1.303,3.134,0,1,1.117
1.052,31.635,14.835,193.382,1.213,1.692,0.258,1.904,0,1,1.116
1.038,24.964,6.132,181.065,1.329,2.266,0.118,26.256,0,0,1.134
0.983,27.547,4.223,235.637,1.441,17.276,0.143,48.613,0,1,1.145
1.196,25.566,4.642,184.305,1.199,0.871,1.843,36.140,0,0,1.138
1.141,24.861,8.291,160.341,1.582,2.390,1.305,44.244,1,0,1.137
1.038,27.611,12.113,143.500,1.427,19.938,1.993,25.049,1,0,1.108
1.000,26.469,2.035,162.816,2.048,4.434,1.815,27.445,0,1,1.156
0.935,29.788,9.186,145.282,1.685,48.822,1.211,36.460,1,1,1.105
0.900,34.050,8.430,195.050,0.787,79.912,0.607,11.874,0,1,1.093
1.269,22.543,2.463,267.782,0.827,0.421,0.672,34.724,0,0,1.133
1.035,28.231,3.257,102.631,3.198,2.480,0.382,30.566,0,1,1.184
0.966,36.647,12.135,245.898,1.469,0.428,0.714,14.833,0,1,1.138
1.104,28.301,2.561,134.896,1.907,0.452,0.350,30.327,0,0,1.144
1.078,30.944,4.394,211.695,1.304,0.416,0.257,22.713,0,0,1.128
0.810,28.008,4.587,244.622,1.701,2.937,0.361,1.826,0,1,1.152
0.924,25.021,1.755,241.558,0.883,53.463,0.666,28.289,0,0,1.138
1.026,27.506,6.853,259.659,1.487,0.509,0.867,64.339,0,1,1.164
0.782,37.188,7.068,202.093,2.170,12.344,0.641,8.100,0,0,1.149
1.089,27.320,1.512,179.452,1.200,8.439,0.190,4.795,0,0,1.115
0.888,27.781,3.670,291.551,1.241,0.656,0.291,14.405,0,0,1.143
1.155,25.961,1.448,198.723,1.053,0.443,0.800,1.810,0,0,1.113
1.158,21.423,4.013,117.422,0.981,31.777,0.323,4.993,0,0,1.128
0.788,36.165,3.626,168.235,1.259,63.444,0.416,2.987,0,0,1.076
0.801,29.438,6.238,190.575,1.089,76.112,1.598,5.703,0,1,1.117
0.951,28.201,1.850,149.653,1.537,37.622,2.186,65.176,0,0,1.121
0.955,26.598,3.555,151.051,2.033,8.208,1.615,6.834,0,1,1.146
1.092,23.500,4.706,135.585,1.885,0.661,1.894,3.507,0,1,1.143
1.214,24.303,2.209,209.907,1.599,0.400,0.808,72.768,0,1,1.170
1.098,24.928,1.484,403.486,0.876,1.093,1.254,67.157,0,0,1.139
0.996,32.376,3.513,177.108,1.563,2.480,0.760,0.521,0,0,1.122
0.880,29.297,2.303,397.349,1.169,0.611,0.234,46.341,0,0,1.158
1.014,32.893,8.386,200.500,1.076,22.987,1.470,17.651,0,0,1.106
0.871,30.099,6.599,253.254,1.383,2.167,0.192,7.660,0,0,1.135
1.020,21.924,5.668,164.353,1.802,3.148,1.070,41.239,0,1,1.161
0.824,25.983,6.621,192.118,1.682,1.909,1.659,17.156,0,0,1.137
0.864,31.276,5.500,290.818,1.116,27.074,0.866,14.296,0,0,1.127
0.787,27.130,8.313,484.707,0.946,9.343,0.323,11.235,0,0,1.176
0.900,31.414,4.339,487.465,0.959,0.516,0.460,28.141,0,0,1.157
1.063,33.726,5.619,190.761,1.490,16.347,0.202,23.879,0,1,1.132
0.988,26.350,2.652,138.060,1.099,46.194,0.971,25.032,0,0,1.119
0.900,31.561,3.325,159.889,2.040,7.194,0.308,10.864,0,0,1.139
0.951,35.076,10.205,107.152,2.730,17.789,1.246,7.192,0,1,1.155
0.932,28.725,2.743,432.471,0.885,0.420,0.830,3.554,0,0,1.149
1.241,22.810,2.237,196.478,1.295,1.193,1.034,16.988,0,1,1.142
1.216,37.165,7.515,218.334,0.659,0.406,1.537,5.447,0,0,1.075
1.106,28.155,3.498,215.516,0.966,19.131,0.409,20.346,0,0,1.120
0.867,28.008,7.599,309.656,1.262,0.957,0.306,38.750,0,0,1.154
0.918,22.341,4.674,350.834,0.863,23.616,1.106,32.530,0,0,1.157
0.983,31.299,3.689,371.922,1.098,0.429,0.869,43.501,0,0,1.144
0.749,33.957,6.032,316.959,0.865,85.300,0.659,3.607,0,0,1.115
1.014,28.532,4.942,175.290,1.572,15.234,0.440,10.801,0,1,1.136
1.039,26.450,8.802,298.922,1.187,0.405,0.483,52.593,0,1,1.154
1.017,28.143,4.810,161.223,1.630,18.346,0.177,59.954,0,0,1.142
1.079,30.135,1.809,243.725,1.087,0.415,0.830,7.153,0,0,1.118
1.109,27.900,0.610,178.034,1.386,0.426,1.012,12.161,0,0,1.126
1.200,29.424,5.258,237.413,0.827,3.270,2.306,16.286,0,0,1.111
1.083,27.359,2.342,192.896,1.554,19.077,0.275,49.181,0,1,1.148
1.037,22.266,2.501,180.598,1.686,12.858,0.236,64.855,0,1,1.163
0.753,35.163,2.663,237.262,2.665,0.403,1.484,15.449,1,1,1.195
1.012,27.753,15.367,235.034,1.080,8.332,1.283,50.225,0,0,1.151
1.094,30.011,8.726,77.358,2.407,8.718,0.272,24.244,0,0,1.142
1.197,25.715,4.396,320.578,0.644,11.089,1.165,18.569,0,0,1.121
0.974,29.418,5.255,310.596,1.097,0.402,0.285,23.088,0,0,1.138
1.029,32.451,1.614,190.847,1.783,0.422,2.412,28.805,0,0,1.146
0.976,19.129,4.705,239.428,0.928,20.086,0.650,2.566,0,0,1.143
0.898,28.293,8.410,128.385,2.353,1.496,1.143,26.865,0,0,1.149
1.011,34.387,3.106,221.468,1.356,1.180,0.974,3.837,0,0,1.122
1.146,28.941,6.007,195.254,1.137,5.207,0.871,1.512,1,0,1.095
1.095,26.864,2.770,195.394,1.020,45.681,0.461,19.370,0,1,1.132
0.951,32.436,8.071,311.194,1.076,1.050,0.842,10.232,0,0,1.129
0.979,31.058,2.683,190.326,1.728,3.159,0.652,24.680,0,0,1.142
0.954,21.699,1.778,235.863,1.485,8.940,0.466,64.445,0,1,1.161
0.988,29.517,7.413,97.575,3.368,0.418,0.525,12.008,0,1,1.191
0.955,28.620,1.481,303.340,1.241,11.773,0.295,56.420,0,0,1.144
1.118,25.798,2.654,351.734,0.860,6.979,0.849,50.041,0,0,1.137
1.050,33.906,10.850,323.984,0.718,18.635,0.377,16.315,0,0,1.105
1.064,29.183,11.228,187.578,0.635,36.969,0.197,3.588,0,0,1.103
1.221,24.540,3.240,234.790,1.134,0.408,1.379,61.275,0,0,1.153
1.331,25.519,0.656,216.167,1.197,2.160,1.457,32.969,0,1,1.141
0.893,29.358,2.114,279.629,0.804,64.455,0.149,3.401,0,0,1.130
1.010,23.180,2.703,169.276,1.411,10.330,1.145,35.132,0,0,1.140
1.055,26.563,4.249,233.539,1.306,8.336,0.375,22.507,0,1,1.142
0.986,27.580,6.981,332.114,0.924,3.258,0.306,16.462,0,0,1.135
1.152,30.516,1.616,232.689,1.146,0.492,0.431,25.512,0,0,1.125
0.990,31.434,12.404,215.246,1.588,0.404,0.435,26.713,0,1,1.153
1.275,23.571,1.742,62.172,2.975,0.515,0.362,60.670,0,0,1.172
1.035,24.523,3.870,300.708,0.955,18.775,0.286,8.484,1,0,1.121
1.191,29.680,1.524,154.272,1.345,1.675,1.672,12.230,0,0,1.120
1.345,23.827,5.567,78.707,3.020,0.456,0.798,68.275,0,1,1.211
1.144,23.077,7.763,74.280,2.695,1.219,0.407,8.477,0,1,1.159
1.296,28.088,1.290,134.508,1.368,8.877,0.328,32.810,0,0,1.133
1.006,26.519,3.224,258.523,1.199,12.177,0.114,7.442,0,1,1.136
0.983,38.276,1.840,173.057,1.424,49.885,0.898,4.704,1,1,1.079
1.235,26.074,2.276,128.003,2.525,0.556,1.801,70.153,0,1,1.193
1.082,24.468,5.607,180.839,1.244,6.070,0.942,29.515,0,0,1.138
0.777,29.961,5.072,187.999,2.084,0.400,0.112,0.469,0,0,1.150
1.037,22.779,6.301,161.709,1.380,6.143,0.916,38.026,0,0,1.145
1.280,26.260,5.756,83.158,1.495,3.683,0.512,9.065,0,0,1.125
0.900,27.722,4.261,196.184,1.659,17.821,0.596,11.384,0,1,1.142
1.173,25.783,3.969,282.811,0.910,0.591,1.563,37.187,0,0,1.135
0.942,28.174,9.705,312.434,1.100,1.776,0.293,37.285,0,0,1.148
0.953,34.580,4.230,253.996,0.843,48.686,0.501,8.292,0,0,1.097
1.068,26.985,10.709,216.325,1.277,3.689,0.197,22.252,0,1,1.143
1.012,28.229,1.908,275.691,1.276,4.632,0.266,17.688,0,1,1.140
0.807,25.236,5.582,257.916,1.421,1.561,1.591,29.043,0,0,1.152
0.960,32.291,8.097,133.532,1.693,17.336,0.246,8.371,0,0,1.113
1.012,33.491,1.814,346.634,0.982,2.486,0.774,10.797,0,0,1.126
1.280,21.804,4.809,204.100,1.285,3.672,0.493,47.240,0,1,1.165
0.949,34.904,5.115,255.773,0.993,33.385,0.323,8.572,0,0,1.103
1.292,24.073,2.265,284.215,0.784,0.408,1.414,35.047,0,0,1.130
1.103,27.186,3.305,155.210,1.862,15.364,0.250,48.678,0,1,1.158
1.079,23.960,4.057,227.919,0.807,43.633,0.322,46.096,0,0,1.146
0.941,28.365,5.879,255.082,1.250,2.597,2.188,17.387,0,0,1.137
1.162,29.046,5.598,208.274,1.008,7.829,0.487,24.112,0,0,1.123
0.931,24.712,6.535,104.141,1.891,34.439,0.684,3.202,0,1,1.126
0.982,32.180,4.672,162.831,0.861,53.026,1.904,7.665,0,0,1.094
1.025,28.462,4.143,246.928,1.274,16.477,0.746,65.870,0,0,1.145
1.191,27.997,3.016,309.374,0.777,3.940,1.119,25.679,0,0,1.120
1.087,29.439,3.199,228.340,1.265,2.897,1.631,32.999,0,0,1.136
1.036,24.430,6.465,118.711,1.925,0.439,0.265,33.018,0,0,1.146
1.118,34.251,4.053,156.847,2.288,0.473,0.565,53.543,0,0,1.175
1.181,33.420,5.984,155.731,1.330,1.078,0.288,16.908,0,0,1.121
1.039,28.038,2.663,134.991,2.150,0.455,2.768,35.646,0,0,1.154
1.209,24.091,3.042,187.644,1.311,10.207,1.421,22.944,0,1,1.146
1.047,25.142,7.066,79.865,3.529,0.666,0.551,39.356,0,1,1.189
1.021,24.669,4.776,179.080,1.724,5.790,0.152,29.739,0,1,1.156
1.000,32.851,4.066,143.464,2.120,0.631,1.764,9.939,0,0,1.147
1.066,26.145,3.414,243.760,1.115,4.166,0.380,27.793,0,0,1.136
0.806,29.111,1.991,182.352,2.090,5.315,0.240,19.114,0,0,1.151
1.026,30.072,8.411,133.793,1.592,7.331,0.169,7.773,0,0,1.119
1.044,27.569,0.857,301.486,0.989,6.620,0.337,18.168,0,0,1.132
1.002,29.022,1.552,407.759,0.839,2.590,1.416,6.660,0,0,1.138
