Feed_inefficiency,Protein_efficiency,Animal_mortality,Fertilizer_use,Land_use,Soy_use,Permanent_grassland,Grazing,Manure_biogas,Renewable_electricity_use,Carbon_footprint
1.224,21.750,5.531,170.729,1.286,0.400,0.579,16.984,0,1,1.127
1.106,25.923,3.041,230.316,0.680,34.237,0.826,13.778,0,0,1.105
1.204,29.921,2.116,129.284,1.666,1.089,1.275,33.585,0,0,1.121
0.908,26.082,3.386,136.676,1.880,1.875,0.222,12.453,0,0,1.112
1.036,31.419,5.317,181.935,1.808,1.107,0.546,28.247,0,1,1.139
1.053,27.800,8.358,212.857,1.024,26.635,2.068,24.608,0,1,1.113
1.130,26.248,4.734,191.147,0.947,9.997,1.448,19.291,0,0,1.103
0.945,26.770,7.165,237.865,1.295,5.456,0.512,60.913,0,0,1.135
1.254,25.922,4.835,79.162,1.935,4.267,0.983,13.894,1,0,1.099
1.126,25.103,3.520,111.736,2.452,0.834,0.517,44.405,0,1,1.157
1.153,31.612,4.759,203.386,1.064,0.555,0.836,22.926,0,0,1.099
0.784,30.678,2.530,252.727,1.261,30.358,0.634,6.946,0,0,1.110
1.044,29.137,6.497,104.907,2.445,4.345,0.281,11.054,0,1,1.141
0.801,32.198,6.064,245.430,1.502,8.267,1.561,7.572,0,0,1.118
0.821,31.083,11.449,261.991,1.065,22.882,1.068,0.454,0,0,1.096
0.915,31.322,7.524,385.604,0.885,0.561,0.695,2.845,0,0,1.115
1.145,32.901,4.335,151.978,1.094,6.162,0.705,6.830,0,0,1.082
1.078,23.752,2.184,331.733,0.779,2.476,1.494,19.396,0,0,1.114
0.933,30.002,6.121,300.827,0.795,39.232,1.065,17.745,0,0,1.103
1.097,27.053,1.772,168.943,1.597,0.869,1.461,49.778,0,0,1.130
0.985,25.531,7.803,91.943,2.464,1.707,0.577,52.050,0,0,1.139
0.952,27.375,3.259,181.179,1.386,2.900,0.222,1.496,0,0,1.103
0.996,27.987,1.952,138.854,2.289,3.739,0.623,22.568,0,1,1.143
1.029,35.782,1.065,160.887,1.409,25.542,0.659,22.595,0,0,1.085
0.820,32.121,3.188,301.172,1.370,0.426,1.104,7.027,0,0,1.132
1.093,29.707,8.323,92.157,2.571,0.483,0.458,7.951,0,1,1.149
0.832,26.599,4.102,298.637,1.177,3.561,0.486,13.512,0,0,1.127
1.293,24.498,3.980,189.878,1.030,0.466,0.379,6.832,0,1,1.109
0.792,32.516,6.148,262.043,1.013,52.732,0.891,13.737,0,0,1.093
1.187,30.370,6.295,191.606,1.458,0.431,2.048,66.989,0,0,1.143
1.345,23.895,2.933,74.295,2.688,8.922,0.638,63.980,0,1,1.171
1.046,33.454,2.195,168.774,1.839,0.434,2.214,6.555,0,1,1.132
1.167,32.462,3.983,163.986,1.647,0.400,1.047,3.688,1,1,1.104
0.834,29.779,4.494,349.277,1.189,17.624,0.869,61.359,0,0,1.130
1.074,26.167,8.326,115.177,1.909,0.680,1.259,50.454,0,0,1.141
0.965,30.746,8.039,385.314,0.690,31.589,0.874,15.935,0,0,1.107
0.716,32.556,2.891,260.183,1.550,22.200,0.273,7.218,0,0,1.124
1.007,27.556,5.100,308.600,1.006,31.045,0.458,21.089,1,1,1.097
0.922,25.905,1.626,348.264,0.870,22.923,0.148,16.136,0,0,1.127
1.158,24.795,2.837,317.889,0.659,11.210,0.285,18.822,0,0,1.107
0.998,30.935,0.706,276.297,0.992,11.377,0.513,7.287,0,0,1.102
0.989,29.219,9.888,182.251,1.208,1.070,0.783,4.877,0,0,1.094
0.883,29.244,5.450,393.648,0.930,3.635,0.808,6.672,0,0,1.128
0.735,29.537,2.546,173.842,1.381,46.840,1.267,5.201,0,0,1.092
1.075,27.034,6.764,294.707,0.624,32.363,0.745,21.605,0,0,1.109
0.939,30.278,2.139,270.594,0.939,27.539,0.361,5.619,0,0,1.102
1.196,27.543,5.891,227.023,0.971,1.498,0.435,12.912,0,1,1.106
1.084,28.487,3.406,301.960,0.856,1.854,0.584,20.384,0,0,1.105
0.917,31.928,11.429,179.648,1.311,9.572,1.093,2.682,0,0,1.089
1.002,25.953,2.276,178.393,1.375,0.416,0.855,9.960,0,0,1.108
0.930,26.216,1.778,366.524,1.003,6.230,0.609,48.230,0,0,1.132
0.913,34.516,7.289,188.140,1.298,20.653,0.125,4.731,0,0,1.086
1.192,27.031,4.603,109.380,1.318,16.354,0.697,33.070,0,0,1.114
1.125,33.429,2.729,191.788,1.455,1.051,0.400,35.147,0,0,1.117
0.753,27.903,7.246,172.191,2.405,0.402,0.165,10.730,0,1,1.147
1.244,29.767,9.470,169.767,0.911,0.956,0.432,28.749,0,0,1.107
1.113,27.156,4.346,141.059,2.078,0.438,1.155,39.256,0,1,1.152
0.852,35.142,5.476,115.829,1.625,56.928,1.634,9.268,0,1,1.075
0.998,30.123,3.918,316.639,1.004,0.762,0.930,23.508,0,0,1.114
1.032,30.445,3.718,234.265,1.070,1.801,0.110,6.634,0,0,1.098
1.204,25.627,3.887,249.811,0.692,4.718,0.385,9.694,0,0,1.096
1.239,23.433,2.457,256.266,0.711,6.784,2.196,19.692,0,0,1.107
1.059,25.815,1.876,159.933,1.537,0.696,1.075,30.919,0,0,1.121
0.883,32.649,1.286,246.335,1.472,20.347,0.685,14.999,0,1,1.119
0.857,31.583,7.409,205.009,1.693,10.908,1.483,4.143,0,1,1.122
0.973,30.837,2.701,183.976,1.168,27.933,1.013,17.352,0,0,1.094
0.971,30.699,4.163,293.708,1.116,0.705,1.184,22.587,0,0,1.116
1.167,27.241,1.481,102.446,2.633,4.016,0.530,40.022,0,1,1.159
1.048,28.055,1.992,261.009,1.001,2.701,0.740,14.378,0,0,1.107
1.077,25.708,2.561,226.131,0.945,26.414,1.280,48.009,0,0,1.119
1.314,27.105,5.197,120.389,2.294,0.451,1.786,47.600,1,1,1.155
1.011,28.918,5.174,487.748,0.777,1.722,0.493,47.827,0,0,1.122
0.748,30.282,10.468,242.982,1.598,2.048,2.223,11.271,0,0,1.125
0.821,34.301,12.837,188.071,1.910,1.843,1.867,8.101,0,0,1.121
1.029,35.128,8.207,321.889,0.784,4.667,0.372,6.488,0,0,1.086
1.146,30.103,4.247,335.132,0.703,1.072,0.702,2.883,0,1,1.085
0.890,28.679,7.808,231.351,1.556,0.766,0.317,14.041,0,1,1.130
1.242,28.494,0.866,256.834,0.946,1.667,1.549,44.071,0,0,1.109
0.931,32.667,8.268,230.728,1.233,6.762,1.106,9.073,0,0,1.102
0.848,25.481,10.553,255.469,1.011,16.855,1.405,7.882,0,0,1.112
1.155,25.604,7.703,126.661,2.021,0.536,0.213,43.392,0,1,1.159
1.164,29.862,8.148,228.381,0.910,6.233,1.654,12.812,0,1,1.101
0.995,28.737,4.617,224.596,1.649,1.144,0.162,15.508,1,1,1.117
1.102,28.904,8.137,153.950,0.982,17.932,0.547,19.541,0,0,1.098
1.273,24.373,0.749,216.536,0.912,23.651,0.455,32.177,1,0,1.099
0.960,30.245,3.360,429.505,0.865,0.408,0.118,19.956,0,0,1.124
0.940,29.389,6.143,141.963,1.496,33.351,1.486,3.589,0,1,1.104
0.786,33.857,1.991,253.441,1.822,0.409,0.545,12.998,0,0,1.147
1.095,31.943,3.150,246.514,0.823,16.327,0.233,12.407,0,0,1.087
0.853,32.215,4.416,175.257,1.226,38.864,0.886,1.503,0,0,1.083
1.023,26.458,6.412,256.514,1.036,1.630,0.818,30.898,0,0,1.120
0.822,34.170,8.394,238.605,1.882,1.019,0.159,14.614,0,1,1.147
0.935,28.776,2.925,325.903,0.775,44.962,1.429,16.392,0,0,1.115
1.074,34.232,5.418,101.433,2.154,0.518,0.941,1.884,0,0,1.119
1.017,24.846,4.681,276.971,0.860,13.273,1.850,17.636,0,0,1.116
1.078,22.440,3.282,312.526,0.788,9.699,0.557,31.965,0,0,1.126
0.966,32.746,13.016,119.228,2.419,1.120,0.115,0.501,0,1,1.142
0.809,33.353,1.758,302.265,1.112,38.260,0.613,7.906,0,0,1.111
1.072,33.999,4.360,147.736,1.673,6.633,0.887,0.046,0,1,1.117
1.270,27.523,2.006,347.489,0.639,0.441,0.820,36.988,0,0,1.096
1.094,29.808,2.056,316.940,0.646,19.643,0.290,2.119,0,0,1.093
0.970,29.689,2.743,183.317,1.101,47.305,2.170,13.856,1,0,1.077
0.997,28.418,5.123,246.408,1.169,5.482,0.814,34.397,0,0,1.120
1.191,28.307,3.712,248.882,0.790,6.278,1.924,22.771,0,0,1.100
0.967,25.007,2.553,294.556,0.691,53.799,2.291,10.125,0,0,1.130
1.019,29.904,6.545,128.394,2.647,0.401,0.953,72.841,0,0,1.168
0.825,36.437,4.071,278.356,1.002,48.748,1.688,0.788,0,0,1.086
1.199,26.265,9.055,81.557,1.369,14.667,1.836,0.509,1,0,1.077
0.866,31.812,10.923,201.844,1.529,3.697,1.198,9.402,0,0,1.110
0.760,33.939,6.694,240.946,1.801,26.384,0.329,30.631,1,0,1.104
0.931,19.439,6.157,212.732,1.432,0.401,0.265,43.343,0,1,1.145
1.166,28.611,3.584,66.609,1.577,42.163,0.184,15.718,0,1,1.112
0.934,27.501,3.715,186.336,1.304,14.932,1.682,13.059,0,0,1.107
1.137,29.465,3.184,200.137,1.261,0.407,0.177,10.163,1,0,1.089
0.885,24.757,6.166,199.520,1.768,0.420,0.480,33.314,0,1,1.143
0.952,25.563,2.728,161.244,1.324,17.832,0.201,14.337,0,0,1.107
0.872,24.925,4.150,338.174,1.113,8.018,0.658,11.648,0,1,1.132
0.994,26.566,1.305,404.417,0.864,0.569,1.613,29.730,0,0,1.127
1.011,29.470,5.426,387.846,0.810,13.486,1.511,15.342,0,1,1.106
0.943,26.870,2.412,170.423,1.485,14.625,1.279,30.902,0,0,1.116
0.988,30.842,9.130,211.153,1.205,1.405,2.171,12.021,0,0,1.104
1.098,29.490,3.798,102.302,1.436,19.252,0.386,13.420,0,0,1.096
0.865,26.748,1.657,204.496,1.628,4.717,1.400,37.079,0,0,1.130
1.109,24.916,4.800,92.854,2.718,0.839,1.557,31.551,0,1,1.159
1.154,31.837,1.766,208.315,1.049,8.734,0.954,23.914,0,0,1.098
0.860,26.529,1.046,246.773,1.372,0.402,0.698,8.858,0,0,1.127
0.832,35.402,3.958,194.084,0.845,70.779,1.998,1.650,0,0,1.066
0.945,23.635,2.449,206.589,1.215,12.529,0.356,31.725,0,0,1.123
1.090,28.593,12.420,287.181,0.844,1.775,0.818,42.408,0,0,1.123
0.974,28.849,9.122,245.372,1.045,1.109,0.313,8.584,0,0,1.105
1.008,26.626,2.358,302.707,1.196,0.400,1.687,35.307,1,0,1.114
1.229,29.725,1.605,204.448,1.127,0.439,0.932,11.392,0,1,1.108
0.983,27.490,4.066,121.117,2.529,0.965,0.150,11.673,0,1,1.149
0.908,33.129,2.014,262.939,1.430,2.494,2.062,17.359,0,0,1.126
1.168,25.335,6.954,257.938,0.741,2.047,0.116,19.280,0,0,1.108
1.170,22.153,5.190,94.235,1.831,3.470,0.517,12.141,1,0,1.099
1.115,28.112,10.817,91.234,1.810,5.227,0.727,3.040,1,0,1.087
0.908,30.128,2.589,279.496,1.183,2.683,1.051,2.958,0,0,1.118
1.044,24.968,1.850,180.499,1.269,0.617,0.748,7.115,0,0,1.108
1.025,31.344,4.301,197.322,1.340,9.482,0.173,27.299,0,0,1.112
1.021,25.596,9.247,389.654,0.672,10.711,1.996,20.846,0,0,1.122
0.869,30.505,1.916,179.902,1.853,20.743,0.228,12.074,0,1,1.126
1.077,26.186,1.872,176.567,1.314,20.864,1.347,9.608,0,1,1.119
0.966,27.235,15.392,151.847,1.638,0.560,1.421,0.999,0,1,1.114
1.115,28.962,5.994,172.201,1.090,24.549,1.120,47.809,0,0,1.116
0.906,30.560,1.128,319.301,1.080,13.832,1.996,14.517,0,0,1.122
1.126,27.631,2.874,193.505,1.166,0.451,0.905,20.379,0,0,1.110
0.994,26.062,7.058,183.206,1.617,3.534,2.114,23.041,0,1,1.134
1.292,29.170,4.499,173.515,0.947,5.079,0.449,4.507,0,1,1.101
1.048,32.028,5.033,249.510,1.312,1.528,1.109,24.856,0,1,1.123
0.759,34.552,3.495,219.851,1.555,33.557,1.700,9.757,0,0,1.104
1.121,30.684,3.732,180.415,1.041,25.323,0.705,36.266,0,0,1.103
0.919,30.371,1.127,210.872,0.909,56.351,0.347,21.558,0,0,1.096
1.006,30.043,3.244,317.884,0.903,3.992,0.193,7.535,0,0,1.109
1.044,30.918,0.614,316.641,0.961,4.039,0.584,19.932,0,0,1.109
0.852,30.547,1.632,238.760,1.139,33.837,0.356,2.913,0,0,1.107
1.164,26.099,1.944,114.046,2.204,0.695,0.807,18.729,0,1,1.146
0.784,28.293,6.175,246.512,1.387,29.519,1.542,9.480,0,1,1.123
0.890,26.729,1.906,194.132,1.537,2.968,0.511,9.921,0,0,1.119
1.010,28.380,9.373,189.270,1.463,0.435,1.673,6.568,0,1,1.121
1.059,31.322,7.578,301.460,1.023,0.746,1.308,42.792,0,0,1.121
1.047,26.023,4.072,227.628,1.022,0.481,1.036,5.305,0,0,1.106
0.901,27.757,8.875,135.919,1.929,18.637,1.341,11.948,0,1,1.121
0.769,35.508,8.138,335.489,1.539,3.364,0.608,30.118,0,0,1.151
1.147,28.332,12.370,97.680,1.735,2.159,1.708,36.947,0,0,1.137
0.781,33.799,9.998,251.537,1.310,24.733,0.425,3.845,0,0,1.103
0.814,27.186,5.667,260.235,1.361,1.008,0.215,13.002,0,0,1.129
0.935,26.789,2.227,437.559,0.828,0.439,0.986,5.425,0,0,1.137
1.040,25.866,7.441,306.378,0.745,12.494,1.613,14.163,0,0,1.114
1.117,32.846,10.018,100.860,1.550,0.524,0.168,2.020,0,0,1.096
1.180,27.956,2.904,155.319,1.176,3.170,0.492,13.964,0,0,1.104
1.057,31.020,1.501,205.009,1.336,0.540,1.418,16.667,0,0,1.112
1.048,26.979,7.141,262.904,0.815,14.265,1.344,16.343,0,0,1.109
0.904,25.649,5.867,161.630,1.795,1.120,0.566,44.543,0,0,1.135
0.961,24.441,10.601,212.073,1.047,2.391,0.159,7.668,0,0,1.107
1.127,26.389,2.353,107.995,1.017,53.649,0.270,19.170,1,0,1.089
0.851,34.018,11.824,254.169,0.980,50.150,0.734,7.234,0,1,1.089
0.840,27.429,5.546,252.579,1.263,5.067,2.055,0.605,0,0,1.119
1.104,25.100,0.588,155.714,1.498,3.164,0.702,32.644,0,0,1.124
0.928,27.285,5.468,186.261,1.415,1.231,0.423,2.272,0,0,1.109
1.027,26.744,6.212,208.019,1.114,0.402,0.279,8.919,0,0,1.107
1.007,29.671,8.197,133.502,1.597,0.502,0.376,1.321,0,0,1.102
1.093,30.571,4.822,82.579,2.132,25.046,0.475,12.489,0,1,1.122
1.142,31.720,7.810,200.933,1.506,2.428,1.505,68.038,0,0,1.148
0.910,38.395,1.702,388.337,1.088,0.458,0.178,3.324,0,0,1.127
1.102,26.040,1.895,279.847,0.940,3.062,0.289,30.369,0,0,1.118
1.173,29.547,6.795,89.848,1.425,9.772,0.641,11.209,0,0,1.101
0.912,30.780,3.983,270.724,1.553,6.783,0.921,45.001,0,1,1.140
0.744,36.934,6.522,243.606,1.224,63.424,0.553,3.258,0,1,1.084
1.051,25.935,4.297,273.944,0.886,0.621,0.849,5.664,0,0,1.108
1.240,26.152,2.877,162.579,1.884,0.400,2.436,65.778,0,1,1.166
1.035,22.877,1.460,152.290,1.445,8.187,1.386,35.624,0,0,1.125
0.893,33.455,10.491,255.665,1.467,5.061,1.987,11.010,1,0,1.105
1.052,30.513,2.532,224.254,1.062,4.969,0.691,4.511,0,0,1.099
0.945,26.314,5.285,283.619,1.076,0.412,2.266,19.701,0,0,1.124
0.894,28.397,6.231,239.208,1.135,41.652,2.546,30.284,1,0,1.096
1.143,27.519,2.994,371.892,0.765,1.392,0.185,41.722,0,0,1.113
1.006,27.763,9.835,336.467,0.795,1.599,0.495,14.801,0,0,1.114
1.065,32.319,4.568,267.476,0.907,0.409,0.527,3.825,0,0,1.094
1.185,25.569,3.374,276.729,0.965,0.428,0.470,27.134,1,0,1.101
1.194,29.961,11.418,166.247,1.236,4.351,0.585,53.143,0,0,1.141
1.042,37.198,12.564,251.388,0.753,7.401,1.413,1.188,0,0,1.068
1.072,32.910,7.987,131.698,1.435,12.386,0.247,17.907,0,0,1.101
0.866,34.776,1.032,349.375,1.213,1.027,0.729,1.916,0,0,1.136
1.118,28.823,3.006,208.748,1.345,9.962,2.002,31.725,0,1,1.127
1.047,31.956,7.429,157.795,1.725,1.858,0.273,32.149,0,0,1.130
1.022,31.898,8.374,105.562,2.002,3.142,0.264,3.998,0,0,1.112
1.115,24.987,4.152,244.021,0.956,1.526,0.130,26.412,0,0,1.119
0.980,30.256,3.629,190.819,1.479,5.505,1.242,19.432,0,0,1.117
0.965,26.565,1.516,269.274,0.891,37.208,0.851,27.527,0,0,1.120
0.970,25.320,5.753,319.934,0.898,2.362,2.052,12.120,0,0,1.122
0.999,27.102,4.626,192.268,1.187,8.325,0.553,7.966,0,0,1.107
1.086,29.053,10.336,161.772,0.937,12.936,0.335,10.141,0,0,1.094
0.965,28.475,6.393,348.995,0.893,5.783,0.714,18.836,0,0,1.122
0.965,27.967,9.389,220.087,1.110,20.831,0.600,46.961,0,0,1.124
1.020,28.209,9.268,135.275,1.267,8.754,1.024,0.788,0,0,1.092
1.086,27.970,3.932,103.220,2.661,0.407,0.629,15.791,0,1,1.159
1.010,29.296,7.062,160.578,1.404,7.049,1.312,15.650,0,0,1.109
1.241,22.320,1.926,374.366,0.627,11.051,0.954,48.913,0,0,1.121
1.032,29.795,5.621,244.809,0.733,36.556,1.380,13.872,0,0,1.099
1.416,27.281,3.500,91.665,1.978,4.335,2.064,32.676,0,1,1.161
1.088,22.676,4.060,135.457,1.646,0.523,0.219,52.257,0,0,1.143
0.772,29.569,3.109,374.322,1.361,0.732,1.168,10.395,1,0,1.145
1.180,22.891,1.187,185.782,1.317,4.049,0.153,65.444,0,0,1.144
1.072,32.388,2.986,195.077,1.343,0.824,1.547,15.585,0,0,1.111
1.081,22.157,7.013,301.189,0.724,0.775,1.540,3.597,0,0,1.114
0.871,28.331,4.377,282.334,1.447,3.608,1.622,27.406,0,1,1.140
1.147,29.755,11.232,98.039,2.423,0.554,0.745,26.389,0,1,1.167
1.093,34.476,9.634,123.719,1.512,0.402,1.772,3.847,0,0,1.099
0.916,25.899,13.383,296.070,0.893,7.970,1.409,16.247,0,0,1.120
1.020,30.521,5.042,193.924,1.970,3.154,0.596,54.766,0,1,1.159
0.956,27.213,2.531,170.838,1.540,8.877,0.228,22.247,0,0,1.119
0.880,29.523,7.450,292.423,0.923,35.113,0.113,17.418,0,0,1.115
1.159,25.988,2.428,262.447,1.090,1.753,0.159,62.769,0,0,1.135
1.082,26.704,2.451,233.385,1.387,1.047,1.613,34.262,0,1,1.136
1.224,26.261,3.108,137.201,1.898,0.425,0.482,34.932,0,1,1.154
1.106,25.862,2.922,316.467,0.970,7.392,0.295,34.552,0,1,1.122
0.963,27.675,12.011,120.898,2.629,0.400,0.755,38.800,0,1,1.169
1.021,28.557,7.316,309.965,0.693,36.267,0.627,25.114,0,0,1.114
1.030,28.819,5.721,199.238,1.335,14.586,1.111,15.701,0,1,1.122
0.869,30.327,3.971,248.956,1.212,16.698,0.401,1.573,0,0,1.114
1.421,23.353,4.317,73.054,2.704,0.736,0.692,54.305,0,1,1.189
0.997,33.034,11.210,175.303,1.632,0.412,1.269,3.464,1,0,1.096
0.868,25.295,5.667,385.333,1.061,0.402,1.385,15.663,0,1,1.137
0.958,30.861,1.664,286.507,1.274,10.855,1.173,46.946,0,0,1.127
1.436,29.099,2.061,145.605,1.253,0.618,0.793,23.429,0,1,1.130
1.243,28.154,1.699,301.356,0.817,26.260,1.059,51.272,0,1,1.108
1.312,23.435,1.619,112.861,1.892,1.283,0.640,40.606,1,0,1.126
1.081,28.532,6.540,190.862,1.981,0.439,0.444,49.701,1,1,1.147
1.122,34.141,2.076,97.955,1.023,50.223,2.212,4.372,0,1,1.087
1.203,26.553,6.333,166.939,1.114,4.991,1.062,34.481,0,0,1.125
0.957,24.490,2.102,220.983,1.268,1.561,2.131,17.488,0,0,1.124
1.153,30.858,2.295,340.108,0.775,8.075,0.570,10.943,1,0,1.082
0.915,28.183,6.785,335.787,0.834,29.915,0.946,14.681,0,0,1.124
1.467,26.779,0.960,162.523,1.179,5.806,0.306,59.478,0,0,1.139
1.055,33.140,0.896,231.105,1.298,28.093,0.841,63.394,0,0,1.106
0.910,34.898,2.617,346.679,0.890,36.413,0.407,8.876,0,0,1.105
1.086,29.681,5.418,116.338,2.222,0.413,0.241,3.237,0,1,1.144
0.964,29.238,4.806,168.595,1.896,6.303,0.156,14.141,0,1,1.138
1.182,25.827,0.645,256.151,1.015,3.322,1.192,45.791,0,0,1.124
1.093,20.730,6.566,137.898,1.728,0.442,1.099,13.022,0,1,1.136
0.869,32.129,4.711,211.809,1.686,1.274,0.445,7.976,0,0,1.129
1.118,23.095,4.724,122.374,2.179,0.400,0.576,40.842,0,1,1.159
1.007,32.103,12.004,219.899,1.129,9.717,1.529,2.516,1,0,1.080
1.136,24.189,7.708,219.718,0.835,10.725,0.918,26.035,0,0,1.122
1.252,24.111,1.779,94.275,1.311,53.649,1.120,47.780,0,1,1.145
1.076,29.246,6.802,88.383,2.187,0.586,0.896,8.393,0,0,1.123
1.081,28.115,5.988,97.715,2.534,0.400,0.906,2.499,0,1,1.150
0.951,28.259,3.485,366.832,0.923,1.614,0.846,10.801,0,0,1.128
0.914,27.696,1.229,194.600,1.852,14.203,0.531,42.907,0,1,1.141
0.973,28.052,4.233,238.429,1.279,2.152,0.648,28.253,0,0,1.127
1.084,28.466,5.433,198.994,1.196,11.906,1.980,41.898,0,0,1.124
0.817,28.311,12.524,181.380,1.637,5.252,0.446,16.526,0,0,1.118
1.023,29.067,7.428,483.081,0.720,1.124,1.109,34.530,0,0,1.126
1.162,31.783,5.776,233.107,0.890,1.541,1.172,18.306,0,0,1.099
1.146,27.742,3.724,132.448,2.208,0.939,0.677,38.457,0,1,1.162
0.987,28.104,2.083,142.243,2.026,1.357,0.576,29.832,0,0,1.135
1.297,24.108,4.010,162.852,1.026,0.400,2.330,24.303,0,0,1.121
1.114,35.535,2.849,171.686,1.011,27.053,1.009,1.588,0,1,1.088
1.029,29.271,7.900,265.815,0.997,3.274,0.954,23.193,0,0,1.116
0.749,33.043,4.483,302.361,0.946,69.739,0.565,1.345,0,0,1.110
1.166,26.489,4.543,116.840,2.135,3.161,2.421,43.800,1,0,1.130
0.743,31.092,9.300,159.260,1.374,49.654,0.996,16.279,0,0,1.085
0.748,32.149,2.436,140.687,1.310,81.311,0.944,1.268,0,1,1.088
0.943,29.123,9.458,253.062,1.341,4.895,0.505,23.417,0,1,1.132
0.850,28.076,9.845,155.450,1.837,0.403,0.568,4.684,0,0,1.115
0.830,29.475,1.810,439.320,0.803,67.259,0.949,25.794,0,0,1.139
1.107,35.002,11.906,189.431,0.709,26.641,0.486,0.590,1,0,1.050
0.993,25.016,2.285,282.579,1.020,9.354,0.517,31.876,0,0,1.130
1.122,27.668,3.949,186.624,1.331,1.373,0.214,37.215,0,0,1.129
1.047,25.879,8.956,247.443,1.044,5.631,0.779,50.659,0,0,1.138
1.126,27.099,3.487,280.613,0.777,26.121,1.992,5.833,1,0,1.093
1.067,27.018,10.298,125.107,1.505,20.458,1.316,13.632,0,1,1.124
1.065,29.510,9.720,168.031,1.279,0.406,2.039,17.109,0,0,1.112
1.203,24.653,4.499,45.530,1.425,26.012,1.674,6.330,0,0,1.104
0.842,29.463,9.773,244.310,1.218,13.377,2.253,5.739,0,0,1.113
1.100,22.663,2.033,80.048,2.466,6.289,0.408,72.661,0,0,1.148
0.880,26.893,10.162,258.298,1.047,15.287,1.781,14.193,0,0,1.119
0.979,31.716,8.876,293.068,1.053,0.459,0.687,19.462,0,0,1.118
1.180,25.634,11.626,128.724,1.302,15.862,1.560,71.337,0,0,1.164
1.033,35.973,7.315,112.436,2.162,3.509,0.513,2.590,0,0,1.125
1.061,35.320,4.141,171.625,1.382,3.357,1.396,3.586,0,0,1.101
0.772,27.763,2.173,477.158,1.098,7.980,0.706,0.310,1,0,1.165
1.156,31.500,12.857,153.823,0.743,7.937,0.604,5.999,0,0,1.081
0.911,28.735,5.696,304.377,0.862,78.657,0.907,16.394,1,1,1.104
1.136,22.967,0.987,177.922,1.014,21.761,0.185,26.255,0,0,1.125
1.330,27.872,5.354,113.668,1.438,0.400,0.620,35.536,0,0,1.136
1.076,24.993,0.622,417.415,0.676,0.400,0.653,0.454,0,0,1.121
0.787,35.629,9.365,313.574,1.191,26.166,1.053,4.106,0,0,1.114
1.106,28.235,2.640,251.272,1.113,1.457,0.981,7.770,0,1,1.116
1.117,30.314,1.962,133.624,2.170,0.960,1.987,15.742,0,1,1.152
0.975,26.098,2.813,227.858,1.503,3.747,0.980,25.423,0,1,1.139
1.351,19.943,1.389,124.403,1.809,0.400,0.596,30.819,0,1,1.155
0.942,25.591,1.865,265.456,1.196,0.747,0.459,21.703,0,0,1.131
1.196,27.108,6.216,131.924,1.433,7.685,0.360,16.008,1,0,1.100
1.202,29.304,1.709,112.712,2.229,4.826,0.887,24.323,0,1,1.154
0.837,30.775,2.062,268.626,1.422,2.066,0.526,0.877,0,0,1.134
0.957,33.494,5.426,216.176,0.798,49.577,0.930,8.933,0,0,1.084
0.818,29.604,3.402,193.809,1.936,0.715,0.644,15.243,0,0,1.140
1.239,26.371,2.505,137.897,1.774,0.400,1.564,23.324,0,1,1.146
1.021,31.184,4.268,291.624,0.974,2.252,0.522,9.788,0,0,1.110
1.123,28.763,6.548,129.041,1.628,0.515,1.529,24.396,0,0,1.126
0.917,32.463,1.711,220.063,1.538,0.844,0.735,1.166,0,0,1.125
0.816,31.779,4.854,307.324,0.864,63.088,1.762,6.200,0,0,1.113
0.984,29.203,1.120,205.385,1.673,0.440,1.199,41.183,0,0,1.139
0.832,28.983,4.731,161.944,1.929,26.558,1.101,17.253,0,1,1.126
1.114,23.446,2.713,153.991,1.502,0.457,0.842,41.888,0,0,1.138
1.052,24.760,1.343,202.614,1.173,0.577,1.060,3.733,0,0,1.113
0.909,32.173,3.382,171.395,1.610,13.244,0.991,0.236,0,0,1.110
0.839,35.335,11.844,104.010,1.501,45.581,0.514,4.163,0,0,1.060
1.089,27.490,5.474,176.134,1.145,23.580,0.128,13.411,1,0,1.093
0.839,22.636,1.376,265.263,1.544,0.400,0.689,60.668,0,1,1.154
1.009,35.141,4.707,179.494,0.795,41.657,1.050,1.937,0,0,1.070
0.929,28.152,4.410,329.581,1.055,1.193,1.225,19.822,0,0,1.132
0.869,29.636,15.244,225.948,1.434,0.400,0.560,32.156,0,0,1.134
0.981,32.039,9.023,311.870,1.067,1.013,0.663,29.824,0,0,1.125
0.952,24.992,11.633,216.930,1.114,3.061,1.519,22.463,0,0,1.123
0.874,30.462,3.351,184.932,1.436,47.301,0.358,28.564,0,1,1.112
1.077,27.654,7.451,191.923,1.162,0.448,2.076,18.668,0,0,1.116
1.086,35.528,3.091,409.495,0.678,1.573,0.494,7.533,0,0,1.094
0.977,33.048,9.008,162.930,1.129,28.959,0.688,13.960,0,0,1.089
1.199,24.329,8.929,97.141,2.281,0.403,0.567,37.060,0,1,1.170
1.000,27.447,4.275,254.186,1.094,2.624,0.614,15.537,0,0,1.120
0.890,28.727,5.013,82.393,2.075,30.029,0.599,14.430,0,0,1.095
1.072,27.323,7.358,130.440,1.835,0.606,1.535,40.859,0,0,1.142
0.864,27.406,4.012,250.697,1.128,26.585,0.177,18.102,0,0,1.123
0.991,26.706,3.973,394.310,0.907,1.250,0.866,42.785,0,0,1.136
